tweets,user,location,polarity,sentiment
ugh are you seriously going drop fox sports during nfl fifa world cup season,1598466823036755968,0,-0.3333333333333333,0
rt qatar 2022 fifa world cup,1598466820834529280,0,0.0,1
rt fifa has approved my argentina v australia game finally i will snap messi oh my balls dream come true,1598466820712931330,0,-0.0166666666666666,0
rt really happy asian african teams doing well world cup these two continents have been underrated ages base,1598466818188152832,0,0.0,1
crowdfunding is great way fund small businesses start ups also popular way fund charitable projects causes learn more here,1598466817311363072,0,0.45,2
rt japan showing why football is amazing celebrate this i m giving away fifa points some who retweet must,1598466817168740355,0,0.6000000000000001,2
rt so i hear japan morocco brazil are all classified fifas knockout stage thats no coincidence,1598466807853383680,0,0.0,1
rt jay jay okocha holds record most successful dribbles fifa world cup game 15 against italy 1994,1598466794548862977,0,0.2833333333333333,2
rt dreamers fifa world cup 2022 official soundtrack by its most streamed song by kpop act 3,1598466793223647232,0,0.5,2
roadqatar choose win app is betting choosing winning team getting prize if you choose right one launch dapp click play game telegram,1598466786672140288,0,0.2964285714285715,2
rt jay jay okocha holds record most successful dribbles fifa world cup game 15 against italy 1994,1598466785849888770,0,0.2833333333333333,2
rt classic fifa world cup,1598466779554381824,0,0.1666666666666666,2
rt dreamers fifa world cup 2022 official soundtrack by its most streamed song by kpop act 3,1598466778698743808,0,0.5,2
rt germany team with highest xg 10 0 xgd 6 4 at 2022 fifa world cup is going home unbelievable,1598466777947975680,0,-0.25,0
rt limited time offer buy one get one free fifa world cup 2022 official licensed fragrance by aljazeera,1598466773233586177,0,0.1642857142857143,2
how watch croatia vs belgium fifa world cup 2022 live streaming online india get free live telecast cro vs bel football wc match score updates tv,1598466766321106944,0,0.2242424242424242,2
rt 4d at fifa world cup sung by announcer born pink uk,1598466762089312256,0,-0.1,0
rt croatia v belgium 227s youtube chili fifa spicy,1598466759757271040,0,0.0,1
roadqatar choose win app is betting choosing winning team getting prize if you choose right one launch dapp click play game telegram,1598466759224602625,0,0.2964285714285715,2
without fox sports is ridiculous fox sports is airing biggest sporting events year nfl fox fifa world cup fox fs1 more i demand,1598466757878251522,0,0.0833333333333333,2
rt dreamers fifa world cup 2022 official soundtrack by its most streamed song by kpop act 3,1598466751586570245,0,0.5,2
rt jay jay okocha holds record most successful dribbles fifa world cup game 15 against italy 1994,1598466744980578305,0,0.2833333333333333,2
heroes lifetime socceroos capture australian footballs spirit struggle denmark win,1598466737196142593,0,0.4,2
roadqatar choose win app is betting choosing winning team getting prize if you choose right one launch dapp click play game telegram,1598466736843788288,0,0.2964285714285715,2
rt fifa has approved my argentina v australia game finally i will snap messi oh my balls dream come true,1598466732947275777,0,-0.0166666666666666,0
rt these fifa match reports are incredible,1598466730053230594,0,0.9,2
rt congrats officially lauched predict fifa world cup 2022 at,1598466721400377344,0,0.0,1
rt ball dont lie,1598466705633996803,0,0.0,1
roadqatar choose win app is betting choosing winning team getting prize if you choose right one launch dapp click play game telegram,1598466698050691074,0,0.2964285714285715,2
rt fifa world cup costarica vs germany live link japan vs spa,1598466694636507137,0,0.1363636363636363,2
ugh are you seriously going drop fox sports during nfl fifa world cup season,1598466691469660163,0,-0.3333333333333333,0
rt exclusive fifa world cup giveaway enter follow retweet this tweet reply w,1598466691021049856,0,0.0,1
performing world cup 22 is so conflicting confusing even tho i love jungkook much i dont think theres focus him going aginst what bts stands first most human rights im disappointed sad,1598466684179857408,0,-0.0125,0
rt qatar 2022 fifa world cup is not anybody s mate almighty german machine crashed out tournament group stage twice,1598466681998921730,0,0.0,1
rt fernando santos denies request fifa give ronaldo first goal information that had been advanced by edu agui,1598466679469928449,0,0.325,2
roadqatar choose win app is betting choosing winning team getting prize if you choose right one launch dapp click play game telegram,1598466676110286848,0,0.2964285714285715,2
rt his excellency hassan bin mohammed rafei al emadi ambassador extraordinary,1598466675133014019,0,0.3333333333333333,2
rt germany team with highest xg 10 0 xgd 6 4 at 2022 fifa world cup is going home unbelievable,1598466668824793088,0,-0.25,0
rt south koreas national tv news channel mbc reported jungkooks dreamers being only fifa world cup song top th,1598466665658060800,0,0.25,2
rt fifa we have move world cup itll be too hot qatar july also fifa lets put world cup 2026 texas,1598466658473213952,0,0.25,2
rt fifa world cup opening ceremony it was incredible honor be part memorable history be able represent,1598466654790361089,0,0.6333333333333333,2
rt germany team with highest xg 10 0 xgd 6 4 at 2022 fifa world cup is going home unbelievable,1598466653918228480,0,-0.25,0
all blakes friends i am never playing fifa with you ever again cuz you all balls at game,1598466646892548096,0,-0.4,0
he s good fifa,1598466644174585856,0,0.7,2
just lost 900k fifa,1598466644061331457,0,0.0,1
rt japan showing why football is amazing celebrate this i m giving away fifa points some who retweet must,1598466629024849920,0,0.6000000000000001,2
rt congrats officially lauched predict fifa world cup 2022 at,1598466624029626368,0,0.0,1
rt i didnt miss penalty luis suarez responds reporter who asked him if hes ever considered apologising,1598466623526129668,0,0.0,1
people do calculations figure it out fifa will probably update it after wc finishes,1598466622242816002,0,0.0,1
rt dreamers fifa world cup 2022 official soundtrack by its most streamed song by kpop act 3,1598466622158934016,0,0.5,2
roadqatar choose win app is betting choosing winning team getting prize if you choose right one launch dapp click play game telegram,1598466617897521152,0,0.2964285714285715,2
rt fifa fan fest is packed with morocco fans celebrating their return knockout stage first time 36 years,1598466616723140609,0,0.25,2
rt one love one win out fifa world cup 2022 bye bye jerman se you next play,1598466613116014592,0,0.4333333333333333,2
rt fifa has approved my argentina v australia game finally i will snap messi oh my balls dream come true,1598466609202728960,0,-0.0166666666666666,0
japan really just took down two recent fifa champions while is airing this has be one most elaborate marketing strategies i have ever seen,1598466603590483976,0,0.2088888888888888,2
magic link up play with many have already said its probably best bit co op play seen fifa this year,1598466598305763329,0,0.6666666666666666,2
roadqatar choose win app is betting choosing winning team getting prize if you choose right one launch dapp click play game telegram,1598466594585587712,0,0.2964285714285715,2
rt dreamers fifa world cup 2022 official soundtrack by its most streamed song by kpop act 3,1598466589363671040,0,0.5,2
rt morocco becomes first african team top fifa world cup group since nigeria 1998,1598466579586506760,0,0.25,2
rt japan showing why football is amazing celebrate this i m giving away fifa points some who retweet must,1598466577854332928,0,0.6000000000000001,2
rt i am giving 3 people my favorite fifa world cup play tomorrow s games 1 must follow 2 like amp rt th,1598466576205991936,0,0.5,2
how long does that ban thing last fifa get kicked out servers everytime i finish swaps game,1598466575320899588,0,-0.15,0
there s no way i can watch sports without fox sports i am not missing nfl fox or fifa world cup fox fs1,1598466574562004993,0,0.1,2
roadqatar choose win app is betting choosing winning team getting prize if you choose right one launch dapp click play game telegram,1598466570183139329,0,0.2964285714285715,2
rt dreamers fifa world cup 2022 official soundtrack by its most streamed song by kpop act 3,1598466568056606720,0,0.5,2
so no official photo fifa or var,1598466555524034563,0,0.0,1
fifa world cup 2022 japan stun spain win group e eliminate germany group e,1598466554387083264,0,0.8,2
rt if costa rica qualify here i will give away 24 000 fifa points retweet be following amazing things might happe,1598466551761469441,0,0.3,2
denmark belgium germany out what mess they all played awful football at awful tournament awful place under awful fifa not world cup remember,1598466549840580620,0,-0.835,0
roadqatar choose win app is betting choosing winning team getting prize if you choose right one launch dapp click play game telegram,1598466547450023936,0,0.2964285714285715,2
rt fifa are considering ditching plans make 2026 world cup 16 groups 3 teams are now considering changing,1598466546208329729,0,0.0,1
rt moment we hear first whistle time freezes as eyes world turn fifa world cup qatar 2022 20,1598466545621106689,0,0.25,2
ugh are you seriously going drop fox sports during nfl fifa world cup season,1598466543796752384,0,-0.3333333333333333,0
rt amp gave us six goal thriller their group e finale watch all goals now fifa,1598466543633195009,0,0.0,1
rt end fifa world cup,1598466543599353856,0,0.0,1
rt things are heating up 2022 fifa world cup which countries will face portugal brazil final two mat,1598466542253080576,0,0.0,1
rt dreamers fifa world cup 2022 official soundtrack by its most streamed song by kpop act 3,1598466537450602496,0,0.5,2
rt dear african woman hang this photo your living room tell your daughter sister friends that impossible is,1598466530265763841,0,-0.3333333333333333,0
roadqatar choose win app is betting choosing winning team getting prize if you choose right one launch dapp click play game telegram,1598466528235909120,0,0.2964285714285715,2
rt dreamers fifa world cup 2022 official soundtrack by its most streamed song by kpop act 3,1598466522946707456,0,0.5,2
germany crash out world cup despite victory over costa rica,1598466521025503232,0,0.0,1
rt fifa has approved my argentina v australia game finally i will snap messi oh my balls dream come true,1598466520631463936,0,-0.0166666666666666,0
rt dreamers fifa world cup 2022 official soundtrack by its most streamed song by kpop act 3,1598466520241381376,0,0.5,2
how was this goal i must be missing something,1598466504819109891,0,-0.2,0
had they taken normal pic fifa would ve called that ball out play,1598466500066689025,0,0.15,2
roadqatar choose win app is betting choosing winning team getting prize if you choose right one launch dapp click play game telegram,1598466497621684224,0,0.2964285714285715,2
fifa world cup japan s match winning goal comes under scanner,1598466496065376256,0,0.5,2
rt exclusive fifa world cup giveaway enter follow retweet this tweet reply w,1598466494454800384,0,0.0,1
rt me i dont care about sports argentina wins one fifa match me,1598466484090671108,0,0.3,2
rt morocco becomes first african team top fifa world cup group since nigeria 1998,1598466475303510016,0,0.25,2
roadqatar choose win app is betting choosing winning team getting prize if you choose right one launch dapp click play game telegram,1598466472531341312,0,0.2964285714285715,2
rt jay jay okocha holds record most successful dribbles fifa world cup game 15 against italy 1994,1598466471285653504,0,0.2833333333333333,2
rt congrats officially lauched predict fifa world cup 2022 at,1598466465925304320,0,0.0,1
roadqatar choose win app is betting choosing winning team getting prize if you choose right one launch dapp click play game telegram,1598466453145284608,0,0.2964285714285715,2
why cant i get into fifa,1598466452595806208,0,0.0,1
only positive thing fifa qatar world cup is insane evil corrupt,1598466451421409280,0,-0.4545454545454545,0
are fifa world cup players allowed publicly cheer other teams something tells me my faves were rooting if that s case i think that s sweet but imagine they meet final let japan win just restore faith miracles all over planet,1598466443976261632,0,0.205,2
rt fifa world cup opening ceremony it was incredible honor be part memorable history be able represent,1598466443590385664,0,0.6333333333333333,2
rt morocco becomes first african team top fifa world cup group since nigeria 1998,1598466439069196290,0,0.25,2
follow us win designer sunglasses,1598466432962117633,0,0.8,2
rt 2018 fifa world cup simpler times,1598466430088912898,0,0.0,1
fifa doing everything messi vs cr7 final,1598466429245874181,0,0.0,1
fifa world cup controversial japan var decision effectively puts germany out,1598466423721951233,0,0.575,2
rt lionel messi was given motm award vs poland by fifa as shown official fifa page messi gave award,1598466419817054209,0,0.0,1
fifa 23 legacy edition nintendo switch source target search reason shipping availability stock promise count 3 get inventory bot app be notified 2 minutes faster 06 55 41 1000 pm est,1598466419368333313,0,0.0,1
fifa 23 legacy edition nintendo switch source target search reason shipping availability stock promise count 3 get inventory bot app be notified 2 minutes faster 06 55 41 1000 pm est,1598466419351502848,0,0.0,1
this isnt var fifa havent even released anything official refused do so var has poisoned football its not same anymore game gets ruined average stoppage time gone through roof because it also ratio,1598466415367016454,0,-0.1833333333333333,0
roadqatar choose win app is betting choosing winning team getting prize if you choose right one launch dapp click play game telegram,1598466414935179264,0,0.2964285714285715,2
rt me i dont care about sports argentina wins one fifa match me,1598466413534261248,0,0.3,2
kick personality fifa world cup qatar 2022,1598466411164479489,0,0.0,1
gary neville backs up graeme souness as fifa slammed senseless over japan world cup goal souness,1598466407229898754,0,0.0,1
rt buy by jungkook bts itunes amazon qobuz,1598466403610550272,0,0.0,1
so back that business about leaving fifa amirite,1598466394441801728,0,0.0,1
rt dreamers fifa world cup 2022 official soundtrack by its most streamed song by kpop act 3,1598466393334484992,0,0.5,2
roadqatar choose win app is betting choosing winning team getting prize if you choose right one launch dapp click play game telegram,1598466392948609024,0,0.2964285714285715,2
rt justin bieber is mission make world s drinking water more sustainable they showcased 150 water fountains this,1598466391220576257,0,0.5,2
rt congrats officially lauched predict fifa world cup 2022 at,1598466380311199745,0,0.0,1
rt jay jay okocha holds record most successful dribbles fifa world cup game 15 against italy 1994,1598466378679418880,0,0.2833333333333333,2
japan tops group,1598466373130555392,0,0.0,1
roadqatar choose win app is betting choosing winning team getting prize if you choose right one launch dapp click play game telegram,1598466368021884929,0,0.2964285714285715,2
craziest part is if they ended up tied cards according rules fifa would ve just drawn lots decide like bible characters lol imagine that flight home,1598466359712784385,0,0.8,2
usual way fifa unnamed numbered swiss bank account,1598466357787516929,0,-0.25,0
rt fifa has approved my argentina v australia game finally i will snap messi oh my balls dream come true,1598466352922382336,0,-0.0166666666666666,0
alan shearer leads pl scoring charts with 260 premier league goals,1598466351961673729,0,0.0,1
rt liberias president george weah first lady clar weah celebrate with their son us player timothy weah usas q,1598466350200102914,0,0.25,2
rt dreamers fifa world cup 2022 official soundtrack by its most streamed song by kpop act 3,1598466344961609728,0,0.5,2
roadqatar choose win app is betting choosing winning team getting prize if you choose right one launch dapp click play game telegram,1598466344554758144,0,0.2964285714285715,2
rt australia has defeated denmark 1 0 amp moved into knockout stages world cup denmark was ranked 28 places ahead,1598466336933711872,0,0.0,1
rt fifa are considering ditching plans make 2026 world cup 16 groups 3 teams are now considering changing,1598466336681852929,0,0.0,1
rt fifa world cup opening ceremony it was incredible honor be part memorable history be able represent,1598466332634275842,0,0.6333333333333333,2
rt dreamers fifa world cup 2022 official soundtrack by its most streamed song by kpop act 3,1598466331719991297,0,0.5,2
rt morocco becomes first african team top fifa world cup group since nigeria 1998,1598466325663612929,0,0.25,2
rt dreamers fifa world cup 2022 official soundtrack by its most streamed song by kpop act 3,1598466325135122433,0,0.5,2
poor souness neville suggest that something untoward is happening at fifa with var they really are getting desperate at putting qatar fifa this world cup down they dont want admit it but without doubt this wc hosted by qatar has been best,1598466324098850819,0,0.0088888888888888,2
roadqatar choose win app is betting choosing winning team getting prize if you choose right one launch dapp click play game telegram,1598466322572390400,0,0.2964285714285715,2
rt germany team with highest xg 10 0 xgd 6 4 at 2022 fifa world cup is going home unbelievable,1598466321129394178,0,-0.25,0
rt most fifa world cup goals scored brazil 232 germany 227 argentina 138 italy 128 france 124 spain,1598466305035747328,0,0.5,2
rt fifa we have move world cup itll be too hot qatar july also fifa lets put world cup 2026 texas,1598466301680357376,0,0.25,2
rt congrats officially lauched predict fifa world cup 2022 at,1598466300329996288,0,0.0,1
rt dreamers fifa world cup 2022 official soundtrack by its most streamed song by kpop act 3,1598466299071721472,0,0.5,2
rt gianni infantino 2022 fifa world cup will be best world cup ever,1598466296903073792,0,1.0,2
fifa var failed germany that ball was clearly out that goal should not have counted if that goal isn t counted japan v spain ends tie germany goes through absolutely terrible,1598466293123923969,0,-0.4666666666666666,0
roadqatar choose win app is betting choosing winning team getting prize if you choose right one launch dapp click play game telegram,1598466291626831873,0,0.2964285714285715,2
follow us win designer sunglasses,1598466290867478528,0,0.8,2
rt end fifa world cup,1598466278154539008,0,0.0,1
rt classic fifa world cup,1598466272001667072,0,0.1666666666666666,2
rt exclusive fifa world cup giveaway enter follow retweet this tweet reply w,1598466270185328640,0,0.0,1
ugh are you seriously going drop fox sports during nfl fifa world cup season,1598466268944039936,0,-0.3333333333333333,0
roadqatar choose win app is betting choosing winning team getting prize if you choose right one launch dapp click play game telegram,1598466268549742593,0,0.2964285714285715,2
rt celebrate fifa world cup with coinex finish sentence win prizes i love coinex world cup because both them,1598466265621880832,0,0.65,2
rt me i dont care about sports argentina wins one fifa match me,1598466257774329856,0,0.3,2
rt got give huge credit not only japan but costa rica too making what looked clear cut group so competitive 3,1598466243266285568,0,0.1666666666666667,2
rt lionel messi was given motm award vs poland by fifa as shown official fifa page messi gave award,1598466242385707008,0,0.0,1
without fox sports is ridiculous fox sports is airing biggest sporting events year nfl fox fifa world cup fox fs1 more i demand,1598466235938869249,0,0.0833333333333333,2
rt weekend is upon us celebrate were launching cross chain campaign w,1598466234009341952,0,0.0,1
you know grant doesnt actually work fifa dont you my dude,1598466233271455744,0,0.0,1
rt fifa world cup opening ceremony it was incredible honor be part memorable history be able represent,1598466225398747137,0,0.6333333333333333,2
fifa world cup i don t apologise luis suarez not ashamed handball against ghana,1598466223762710533,0,0.0,1
roadqatar choose win app is betting choosing winning team getting prize if you choose right one launch dapp click play game telegram,1598466223293231104,0,0.2964285714285715,2
rt case anyone interested,1598466216016097280,0,0.25,2
without fox sports is ridiculous fox sports is airing biggest sporting events year nfl fox fifa world cup fox fs1 more i demand,1598466214426300416,0,0.0833333333333333,2
rt dreamers fifa world cup 2022 official soundtrack by its most streamed song by kpop act 3,1598466203495841792,0,0.5,2
rt dreamers fifa world cup 2022 official soundtrack by its most streamed song by kpop act 3,1598466201809981440,0,0.5,2
roadqatar choose win app is betting choosing winning team getting prize if you choose right one launch dapp click play game telegram,1598466200870453248,0,0.2964285714285715,2
rt congrats officially lauched predict fifa world cup 2022 at,1598466196546125826,0,0.0,1
rt dreamers fifa world cup 2022 official soundtrack by its most streamed song by kpop act 3,1598466188996378625,0,0.5,2
rt fifa has approved my argentina v australia game finally i will snap messi oh my balls dream come true,1598466187289321472,0,-0.0166666666666666,0
rt gianni infantino 2022 fifa world cup will be best world cup ever,1598466186311864320,0,1.0,2
roadqatar choose win app is betting choosing winning team getting prize if you choose right one launch dapp click play game telegram,1598466184789516289,0,0.2964285714285715,2
spain no michael no no michael that was so not right fifa it s called soccer game ok we re going footballing,1598466184319741952,0,-0.0142857142857143,0
rt dreamers fifa world cup 2022 official soundtrack by its most streamed song by kpop act 3,1598466175947644928,0,0.5,2
rt good see doubly so as it comes country with such odious attitude womens other minority rights,1598466175008387073,0,0.14375,2
actually fifa indirectly punished germany by allowing this goal because political protests that germany made against them against alleged didnt saw proof yet slavery qatar,1598466151968899072,0,-0.0333333333333333,0
fifa we have move world cup itll be too hot qatar july also fifa lets put world cup 2026 texas florida,1598466151406870530,0,0.25,2
rt evidence certainly appears exist japans winner vs spain with part ball level with goal line,1598466148626235393,0,0.2142857142857142,2
jual beli netflix youtube spotify iqiyi wetv viu canva vidio grammarly hbo go disney picsart amazon prime microsoft 365 apple music google drive lightroom resso vsco x icloud tele prem scribd turnitin pildun piala dunia fifa world cup 41,1598466135661629441,0,0.0,1
rt super proud be part team at 2022 fifa world cup qatar,1598466133346357248,0,0.5666666666666667,2
there s no way i can watch sports without fox sports i am not missing nfl fox or fifa world cup fox fs1,1598466133123801090,0,0.1,2
without fox sports is ridiculous fox sports is airing biggest sporting events year nfl fox fifa world cup fox fs1 more i demand,1598466132335546368,0,0.0833333333333333,2
rt watch highlights days action,1598466131559432192,0,0.1,2
rt fifa has approved my argentina v australia game finally i will snap messi oh my balls dream come true,1598466129651015683,0,-0.0166666666666666,0
without fox sports is ridiculous fox sports is airing biggest sporting events year nfl fox fifa world cup fox fs1 more i demand,1598466126643707906,0,0.0833333333333333,2
rt dreamers fifa world cup 2022 official soundtrack by its most streamed song by kpop act 3,1598466114681724929,0,0.5,2
rt dreamers fifa world cup 2022 official soundtrack by its most streamed song by kpop act 3,1598466113318551552,0,0.5,2
rt jay jay okocha holds record most successful dribbles fifa world cup game 15 against italy 1994,1598466106662035456,0,0.2833333333333333,2
rt jungkook dreamers 221202 04 00 melon 4 gen,1598466106649632768,0,0.0,1
rt croatia v belgium 227s youtube chili fifa spicy,1598466105739456513,0,0.0,1
rt croatia v belgium 227s youtube chili fifa spicy,1598466105533943809,0,0.0,1
rt got no doubt that var have seen conclusive angle evidence that we haven t but why would fifa not allow host broadcaste,1598466103512006660,0,0.0,1
rt jay jay okocha holds record most successful dribbles fifa world cup game 15 against italy 1994,1598466094846869504,0,0.2833333333333333,2
roadqatar choose win app is betting choosing winning team getting prize if you choose right one launch dapp click play game telegram,1598466094565822464,0,0.2964285714285715,2
roadqatar choose win app is betting choosing winning team getting prize if you choose right one launch dapp click play game telegram,1598466075171368960,0,0.2964285714285715,2
parallax error that s fifa s excuse they are sticking it,1598466071165534208,0,-0.05,0
there s no way i can watch sports without fox sports i am not missing nfl fox or fifa world cup fox fs1,1598466058276454401,0,0.1,2
rt i have been told by my friends at kia that if you tag your fifa world cup videos w they could be s,1598466054975807488,0,0.0,1
rt end fifa world cup,1598466054963052545,0,0.0,1
roadqatar choose win app is betting choosing winning team getting prize if you choose right one launch dapp click play game telegram,1598466052111085568,0,0.2964285714285715,2
fifa done him dirty lol,1598466047191158784,0,0.1,2
rt if ronaldo scores vs south korea at any time i ll give someone fifa points enter retweet follow me,1598466043688747009,0,0.0,1
rt jay jay okocha holds record most successful dribbles fifa world cup game 15 against italy 1994,1598466034461204480,0,0.2833333333333333,2
rt want celebratory nft complete quests get sparks win some,1598466031688744961,0,0.45,2
roadqatar choose win app is betting choosing winning team getting prize if you choose right one launch dapp click play game telegram,1598466028752994304,0,0.2964285714285715,2
pay less 0 56,1598466024634040321,0,-0.1666666666666666,0
rt ok i am 4 years early but how did fifa allow usa hold world cup with their human rights record,1598466022444568576,0,0.1999999999999999,2
rt announcer suddenly sings ddu du ddu du during fifa world cup qatar 2022,1598466021882568704,0,0.0,1
rt fifa has approved my argentina v australia game finally i will snap messi oh my balls dream come true,1598466017067503617,0,-0.0166666666666666,0
fifa world cup 2022 scenarios bracket standings points table tiebreakers as japan win eliminates germany,1598466014886481920,0,0.8,2
rt end fifa world cup,1598466012537827328,0,0.0,1
i am indeed but im fifa player so i dont expect be noticed,1598466009236930560,0,0.0,1
rt me i dont care about sports argentina wins one fifa match me,1598466007785521153,0,0.3,2
roadqatar choose win app is betting choosing winning team getting prize if you choose right one launch dapp click play game telegram,1598466007294562305,0,0.2964285714285715,2
croatia v belgium 227s youtube chili fifa spicy spicy nba mix world cup qatar 2022 live,1598466003704623104,0,0.1363636363636363,2
rt dreamers fifa world cup 2022 official soundtrack by its most streamed song by kpop act 3,1598466002135945216,0,0.5,2
there s no way i can watch sports without fox sports i am not missing nfl fox or fifa world cup fox fs1,1598466001598808064,0,0.1,2
rt fifa world cup opening ceremony it was incredible honor be part memorable history be able represent,1598466000139476994,0,0.6333333333333333,2
rt end fifa world cup,1598465988194099202,0,0.0,1
rt announcer suddenly sings ddu du ddu du during fifa world cup qatar 2022,1598465987103412224,0,0.0,1
germany won 2014 fifa world cup as crowning moment plan again reach pinnacle football following decade poor results after winning 1990 world cup now germany seem be going through another such decade new such masterplan is required,1598465986146992129,0,0.0393939393939393,2
rt jay jay okocha holds record most successful dribbles fifa world cup game 15 against italy 1994,1598465986033745921,0,0.2833333333333333,2
roadqatar choose win app is betting choosing winning team getting prize if you choose right one launch dapp click play game telegram,1598465983899119616,0,0.2964285714285715,2
rt fff are confident that referee wrongly ruled out antoine griezmanns goal yesterday they want fifas di,1598465979650113536,0,0.0,1
rt congrats officially lauched predict fifa world cup 2022 at,1598465977003700225,0,0.0,1
rt dreamers fifa world cup 2022 official soundtrack by its most streamed song by kpop act 3,1598465976059699201,0,0.5,2
rt announcer suddenly sings ddu du ddu du during fifa world cup qatar 2022,1598465973383733248,0,0.0,1
